open_time,close_time,O,H,L,C,V_Q,V_C
2019-07-06 04:15:00,2019-07-06 04:29:59.999,0.0037,0.0037003,0.0037,0.0037003,120.8656985,32666.0
2019-07-06 04:30:00,2019-07-06 04:44:59.999,0.0037,0.0037,0.0036513,0.0036513,1215.4605426,330000.0
2019-07-06 04:45:00,2019-07-06 04:59:59.999,0.0036513,0.0036513,0.0036513,0.0036513,0.0,0.0
2019-07-06 05:00:00,2019-07-06 05:14:59.999,0.0036513,0.0036513,0.0036513,0.0036513,0.0,0.0
2019-07-06 05:15:00,2019-07-06 05:29:59.999,0.0036643,0.003713,0.0036643,0.003713,919.028754,250710.0
2019-07-06 05:30:00,2019-07-06 05:44:59.999,0.003713,0.003713,0.003713,0.003713,0.0,0.0
2019-07-06 05:45:00,2019-07-06 05:59:59.999,0.003713,0.003713,0.003713,0.003713,150.07946,40420.0
2019-07-06 06:00:00,2019-07-06 06:14:59.999,0.00371,0.00371,0.00371,0.00371,3758.43776,1013056.0
2019-07-06 06:15:00,2019-07-06 06:29:59.999,0.00371,0.00371,0.00371,0.00371,0.0,0.0
2019-07-06 06:30:00,2019-07-06 06:44:59.999,0.003718,0.003718,0.003718,0.003718,24.170718,6501.0
2019-07-06 06:45:00,2019-07-06 06:59:59.999,0.003718,0.003718,0.003718,0.003718,0.0,0.0
2019-07-06 07:00:00,2019-07-06 07:14:59.999,0.003718,0.003718,0.003718,0.003718,0.0,0.0
2019-07-06 07:15:00,2019-07-06 07:29:59.999,0.003718,0.003718,0.003718,0.003718,0.0,0.0
2019-07-06 07:30:00,2019-07-06 07:44:59.999,0.0038751,0.004037,0.0037184,0.004037,3301.7324426,854203.0
2019-07-06 07:45:00,2019-07-06 07:59:59.999,0.0038,0.004037,0.0038,0.0038484,1092.7403944,273541.0
2019-07-06 08:00:00,2019-07-06 08:14:59.999,0.0038484,0.0038484,0.0038484,0.0038484,0.0,0.0
2019-07-06 08:00:00,2019-07-06 08:14:59.999000,0.0038484,0.0038484,0.0038484,0.0038484,0.0,0.0
2019-07-06 08:15:00,2019-07-06 08:29:59.999000,0.0040369,0.004037,0.00387,0.0038703,3090.2387566,786713.0
2019-07-06 08:30:00,2019-07-06 08:44:59.999000,0.0040364,0.0040364,0.0038484,0.0038484,273.5894852,70587.0
2019-07-06 08:45:00,2019-07-06 08:59:59.999000,0.0037874,0.0037874,0.0037862,0.0037862,50.137232,13240.0
2019-07-06 09:00:00,2019-07-06 09:14:59.999000,0.0037862,0.0037862,0.0037862,0.0037862,20.6764382,5461.0
2019-07-06 09:15:00,2019-07-06 09:29:59.999000,0.0037862,0.0037862,0.0037862,0.0037862,0.0,0.0
2019-07-06 09:30:00,2019-07-06 09:44:59.999000,0.0037862,0.0037862,0.0037862,0.0037862,0.0,0.0
2019-07-06 09:45:00,2019-07-06 09:59:59.999000,0.0037862,0.0037862,0.0037862,0.0037862,0.0,0.0
2019-07-06 10:00:00,2019-07-06 10:14:59.999000,0.0037862,0.0037862,0.0037862,0.0037862,0.0,0.0
2019-07-06 10:15:00,2019-07-06 10:29:59.999000,0.0037862,0.0037862,0.0037862,0.0037862,0.0,0.0
2019-07-06 10:30:00,2019-07-06 10:44:59.999000,0.0037862,0.0038487,0.0037862,0.0038483,5273.950248,1378649.0
2019-07-06 10:45:00,2019-07-06 10:59:59.999000,0.0038421,0.0038421,0.00374,0.00374,1030.3409306,274046.0
2019-07-06 11:00:00,2019-07-06 11:14:59.999000,0.0037798,0.0037798,0.0037798,0.0037798,19.1900446,5077.0
2019-07-06 11:15:00,2019-07-06 11:29:59.999000,0.0037621,0.0037621,0.0037285,0.0037285,1178.4076802,314522.0
2019-07-06 11:30:00,2019-07-06 11:44:59.999000,0.0037285,0.0037285,0.0037285,0.0037285,0.0,0.0
2019-07-06 11:45:00,2019-07-06 11:59:59.999000,0.0037416,0.0037416,0.0037416,0.0037416,10.3305576,2761.0
2019-07-06 12:00:00,2019-07-06 12:14:59.999000,0.0037416,0.0037416,0.0037416,0.0037416,0.0,0.0
2019-07-06 12:15:00,2019-07-06 12:29:59.999000,0.0037592,0.0037597,0.0037592,0.0037597,38.9977548,10373.0
2019-07-06 12:30:00,2019-07-06 12:44:59.999000,0.0037656,0.0037675,0.0037656,0.0037675,23.9436192,6357.0
2019-07-06 12:45:00,2019-07-06 12:59:59.999000,0.0037675,0.0037675,0.0037675,0.0037675,0.0,0.0
2019-07-06 13:00:00,2019-07-06 13:14:59.999000,0.0037596,0.0037596,0.0037101,0.0037101,3159.7043495,851540.0
2019-07-06 13:15:00,2019-07-06 13:29:59.999000,0.0037101,0.0037101,0.0037101,0.0037101,0.0,0.0
2019-07-06 13:30:00,2019-07-06 13:44:59.999000,0.0037101,0.0037101,0.0037101,0.0037101,0.0,0.0
2019-07-06 13:45:00,2019-07-06 13:59:59.999000,0.003721,0.003721,0.003721,0.003721,221.046005,59405.0
2019-07-06 14:00:00,2019-07-06 14:14:59.999000,0.00371,0.00371,0.00371,0.00371,450.77613,121503.0
2019-07-06 14:15:00,2019-07-06 14:29:59.999000,0.0038009,0.0038225,0.0037977,0.0037977,187.6171295,49335.0
2019-07-06 14:30:00,2019-07-06 14:44:59.999000,0.0039999,0.0039999,0.0037099,0.0037099,1365.0424334,367341.0
2019-07-06 14:45:00,2019-07-06 14:59:59.999000,0.00371,0.00371,0.00371,0.00371,22.3342,6020.0
2019-07-06 15:00:00,2019-07-06 15:14:59.999000,0.00371,0.00371,0.00371,0.00371,260.51991,70221.0
2019-07-06 15:15:00,2019-07-06 15:29:59.999000,0.0037174,0.0037174,0.0037174,0.0037174,63.0805606,16969.0
2019-07-06 15:30:00,2019-07-06 15:44:59.999000,0.0037174,0.0037174,0.0037174,0.0037174,95.0278962,25563.0
2019-07-06 15:45:00,2019-07-06 15:59:59.999000,0.0037175,0.0037175,0.0037174,0.0037174,503.2946402,135386.0
2019-07-06 16:00:00,2019-07-06 16:14:59.999000,0.0037174,0.0037174,0.0037174,0.0037174,0.0,0.0
2019-07-06 16:15:00,2019-07-06 16:29:59.999000,0.0037174,0.0037174,0.0037174,0.0037174,0.0,0.0
2019-07-06 16:30:00,2019-07-06 16:44:59.999000,0.0037174,0.0037174,0.0037174,0.0037174,0.0,0.0
2019-07-06 16:45:00,2019-07-06 16:59:59.999000,0.0037174,0.0037174,0.0037174,0.0037174,0.0,0.0
2019-07-06 17:00:00,2019-07-06 17:14:59.999000,0.0037174,0.0037174,0.0036587,0.00366,4457.316976,1199227.0
2019-07-06 17:15:00,2019-07-06 17:29:59.999000,0.00366,0.00366,0.00366,0.00366,0.0,0.0
2019-07-06 17:30:00,2019-07-06 17:44:59.999000,0.0036011,0.0036011,0.0036011,0.0036011,19.80605,5500.0
2019-07-06 17:45:00,2019-07-06 17:59:59.999000,0.0038003,0.0038003,0.0036574,0.0036574,106.6742,29000.0
2019-07-06 18:00:00,2019-07-06 18:14:59.999000,0.003608,0.003608,0.003608,0.003608,263.384,73000.0
2019-07-06 18:15:00,2019-07-06 18:29:59.999000,0.003608,0.003608,0.003608,0.003608,0.0,0.0
2019-07-06 18:30:00,2019-07-06 18:44:59.999000,0.0036184,0.0036184,0.0036184,0.0036184,210.6849584,58226.0
2019-07-06 18:45:00,2019-07-06 18:59:59.999000,0.0036184,0.0036184,0.0036067,0.0036084,355.6324258,98446.0
2019-07-06 19:00:00,2019-07-06 19:14:59.999000,0.0036084,0.0036136,0.0036084,0.0036136,118.5937536,32824.0
2019-07-06 19:15:00,2019-07-06 19:29:59.999000,0.0036136,0.0036136,0.0036136,0.0036136,0.0,0.0
2019-07-06 19:30:00,2019-07-06 19:44:59.999000,0.0036136,0.0036618,0.0036136,0.0036618,219.213898,60043.0
2019-07-06 19:45:00,2019-07-06 19:59:59.999000,0.003621,0.003621,0.003621,0.003621,105.863556,29236.0
2019-07-06 20:00:00,2019-07-06 20:14:59.999000,0.003621,0.003621,0.003621,0.003621,0.0,0.0
2019-07-06 20:15:00,2019-07-06 20:29:59.999000,0.003621,0.003621,0.003621,0.003621,0.0,0.0
2019-07-06 20:30:00,2019-07-06 20:44:59.999000,0.0036213,0.0036213,0.0036213,0.0036213,697.4116818,192586.0
2019-07-06 20:45:00,2019-07-06 20:59:59.999000,0.0036302,0.0036302,0.0036001,0.0036283,2855.3809498,787867.0
2019-07-06 21:00:00,2019-07-06 21:14:59.999000,0.0036283,0.0036283,0.0036283,0.0036283,0.0,0.0
2019-07-06 21:15:00,2019-07-06 21:29:59.999000,0.0036284,0.0036702,0.0036284,0.0036702,2533.570356,698218.0
2019-07-06 21:30:00,2019-07-06 21:44:59.999000,0.0036283,0.0036721,0.0036283,0.0036721,119.8878683,32801.0
2019-07-06 21:45:00,2019-07-06 21:59:59.999000,0.0036721,0.0036721,0.0036721,0.0036721,0.0,0.0
2019-07-06 22:00:00,2019-07-06 22:14:59.999000,0.0036721,0.0036721,0.0036721,0.0036721,102.0990684,27804.0
2019-07-06 22:15:00,2019-07-06 22:29:59.999000,0.0036721,0.0036721,0.0036721,0.0036721,0.0,0.0
2019-07-06 22:30:00,2019-07-06 22:44:59.999000,0.0036721,0.0036721,0.0036721,0.0036721,0.0,0.0
2019-07-06 22:45:00,2019-07-06 22:59:59.999000,0.003609,0.003609,0.003609,0.003609,1243.784106,344634.0
2019-07-06 23:00:00,2019-07-06 23:14:59.999000,0.0036091,0.0036211,0.0036091,0.0036211,121.1424409,33499.0
2019-07-06 23:15:00,2019-07-06 23:29:59.999000,0.0036511,0.003672,0.0036116,0.003672,2716.2699214,748471.0
2019-07-06 23:30:00,2019-07-06 23:44:59.999000,0.003672,0.0036721,0.0036004,0.0036635,3183.8375027,874611.0
2019-07-06 23:45:00,2019-07-06 23:59:59.999000,0.0037,0.0037,0.0037,0.0037,14.8,4000.0
2019-07-07 00:00:00,2019-07-07 00:14:59.999000,0.0037,0.0037,0.0037,0.0037,22.2,6000.0
2019-07-07 00:15:00,2019-07-07 00:29:59.999000,0.0037,0.0037,0.0037,0.0037,0.0,0.0
2019-07-07 00:30:00,2019-07-07 00:44:59.999000,0.0036121,0.0036121,0.0036121,0.0036121,18.0605,5000.0
2019-07-07 00:45:00,2019-07-07 00:59:59.999000,0.0036002,0.0036225,0.00355,0.00355,2244.5286994,626373.0
2019-07-07 01:00:00,2019-07-07 01:14:59.999000,0.0035552,0.0035552,0.0035178,0.0035178,79.938419,22574.0
2019-07-07 01:15:00,2019-07-07 01:29:59.999000,0.00353,0.0035388,0.00353,0.0035387,57.7720277,16343.0
2019-07-07 01:30:00,2019-07-07 01:44:59.999000,0.0035107,0.0035339,0.0035107,0.0035339,606.5267782,172746.0
2019-07-07 01:45:00,2019-07-07 01:59:59.999000,0.0035011,0.0035011,0.0035011,0.0035011,19.7146941,5631.0
2019-07-07 02:00:00,2019-07-07 02:14:59.999000,0.0035036,0.0035036,0.0035036,0.0035036,505.5659764,144299.0
2019-07-07 02:15:00,2019-07-07 02:29:59.999000,0.0035036,0.0035036,0.0035036,0.0035036,34.6821364,9899.0
2019-07-07 02:30:00,2019-07-07 02:44:59.999000,0.0035107,0.0035216,0.0035107,0.0035216,464.8814609,132396.0
2019-07-07 02:45:00,2019-07-07 02:59:59.999000,0.0035109,0.0035999,0.0034101,0.0035238,2047.2354459,584655.0
2019-07-07 03:00:00,2019-07-07 03:14:59.999000,0.0035015,0.003505,0.0035015,0.0035015,1657.6420805,473333.0
2019-07-07 03:15:00,2019-07-07 03:29:59.999000,0.00351,0.00351,0.0035015,0.0035015,1936.6284825,552340.0
2019-07-07 03:30:00,2019-07-07 03:44:59.999000,0.0035,0.0035013,0.0034975,0.0034975,245.6835391,70192.0
2019-07-07 03:45:00,2019-07-07 03:59:59.999000,0.0034975,0.0035,0.003485,0.003485,2386.946165,683185.0
2019-07-07 04:00:00,2019-07-07 04:14:59.999000,0.003485,0.003485,0.0034318,0.0034318,1417.1985974,412683.0
2019-07-07 04:15:00,2019-07-07 04:29:59.999000,0.0034393,0.0034434,0.0034393,0.0034434,57.1100535,16589.0
2019-07-07 04:30:00,2019-07-07 04:44:59.999000,0.0034213,0.0034213,0.0034213,0.0034213,34.7364589,10153.0
2019-07-07 04:45:00,2019-07-07 04:59:59.999000,0.0034213,0.0034213,0.0034213,0.0034213,39.7589273,11621.0
2019-07-07 05:00:00,2019-07-07 05:14:59.999000,0.00353,0.00353,0.0033901,0.0034551,372.889034,108536.0
2019-07-07 05:15:00,2019-07-07 05:29:59.999000,0.00347,0.0034901,0.00347,0.0034901,387.0733282,111482.0
2019-07-07 05:30:00,2019-07-07 05:44:59.999000,0.0034901,0.0034901,0.0034901,0.0034901,0.0,0.0
2019-07-07 05:45:00,2019-07-07 05:59:59.999000,0.0034213,0.0034213,0.0034213,0.0034213,27.6885809,8093.0
2019-07-07 06:00:00,2019-07-07 06:14:59.999000,0.0034,0.0034,0.0034,0.0034,102.0,30000.0
2019-07-07 06:15:00,2019-07-07 06:29:59.999000,0.0033444,0.0033444,0.0033444,0.0033444,64.9750032,19428.0
2019-07-07 06:30:00,2019-07-07 06:44:59.999000,0.0034228,0.0034228,0.0034228,0.0034228,51.6432064,15088.0
2019-07-07 06:45:00,2019-07-07 06:59:59.999000,0.0034228,0.0034228,0.0034228,0.0034228,0.0,0.0
2019-07-07 07:00:00,2019-07-07 07:14:59.999000,0.0034221,0.0034221,0.0033459,0.0033459,49.433472,14608.0
2019-07-07 07:15:00,2019-07-07 07:29:59.999000,0.0033459,0.0033459,0.0033459,0.0033459,0.0,0.0
2019-07-07 07:30:00,2019-07-07 07:44:59.999000,0.0033459,0.0033459,0.0033459,0.0033459,0.0,0.0
2019-07-07 07:45:00,2019-07-07 07:59:59.999000,0.0035,0.0035,0.0035,0.0035,37.9645,10847.0
2019-07-07 08:00:00,2019-07-07 08:14:59.999000,0.0035,0.0035,0.0035,0.0035,0.0,0.0
2019-07-07 08:15:00,2019-07-07 08:29:59.999000,0.0035227,0.0035227,0.0035227,0.0035227,25.5219615,7245.0
2019-07-07 08:30:00,2019-07-07 08:44:59.999000,0.0035227,0.0035227,0.0035227,0.0035227,0.0,0.0
2019-07-07 08:45:00,2019-07-07 08:59:59.999000,0.0035227,0.0035227,0.0035227,0.0035227,0.0,0.0
2019-07-07 09:00:00,2019-07-07 09:14:59.999000,0.00345,0.00345,0.00345,0.00345,235.61775,68295.0
2019-07-07 09:15:00,2019-07-07 09:29:59.999000,0.00345,0.00345,0.00345,0.00345,0.0,0.0
2019-07-07 09:30:00,2019-07-07 09:44:59.999000,0.00345,0.00345,0.00345,0.00345,0.0,0.0
2019-07-07 09:45:00,2019-07-07 09:59:59.999000,0.0034499,0.00345,0.0034499,0.00345,606.16745,175701.0
2019-07-07 10:00:00,2019-07-07 10:14:59.999000,0.0034844,0.0034844,0.0034844,0.0034844,10.4532,3000.0
2019-07-07 10:15:00,2019-07-07 10:29:59.999000,0.0035227,0.0035227,0.0035227,0.0035227,53.54504,15200.0
2019-07-07 10:30:00,2019-07-07 10:44:59.999000,0.0035015,0.0035229,0.003381,0.0035165,443.1881886,127720.0
2019-07-07 10:45:00,2019-07-07 10:59:59.999000,0.0035165,0.0035165,0.0035165,0.0035165,0.0,0.0
2019-07-07 11:00:00,2019-07-07 11:14:59.999000,0.0035165,0.0035165,0.0035165,0.0035165,0.0,0.0
2019-07-07 11:15:00,2019-07-07 11:29:59.999000,0.0035165,0.0035165,0.0035165,0.0035165,0.0,0.0
2019-07-07 11:30:00,2019-07-07 11:44:59.999000,0.0035165,0.0035165,0.0035165,0.0035165,0.0,0.0
2019-07-07 11:45:00,2019-07-07 11:59:59.999000,0.0035165,0.0035165,0.0034673,0.0034673,136.1500566,38922.0
2019-07-07 12:00:00,2019-07-07 12:14:59.999000,0.0034695,0.0034695,0.0034695,0.0034695,98.943201,28518.0
2019-07-07 12:15:00,2019-07-07 12:29:59.999000,0.0034695,0.0034695,0.0034695,0.0034695,0.0,0.0
2019-07-07 12:30:00,2019-07-07 12:44:59.999000,0.0034695,0.0034695,0.0034695,0.0034695,0.0,0.0
2019-07-07 12:45:00,2019-07-07 12:59:59.999000,0.0034701,0.0034701,0.0034701,0.0034701,10.4103,3000.0
2019-07-07 13:00:00,2019-07-07 13:14:59.999000,0.0035452,0.0035452,0.0035373,0.0035373,475.7462195,134215.0
2019-07-07 13:15:00,2019-07-07 13:29:59.999000,0.0035373,0.0035373,0.0034051,0.0034512,698.7676414,199562.0
2019-07-07 13:30:00,2019-07-07 13:44:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 13:45:00,2019-07-07 13:59:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 14:00:00,2019-07-07 14:14:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 14:15:00,2019-07-07 14:29:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 14:30:00,2019-07-07 14:44:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 14:45:00,2019-07-07 14:59:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 15:00:00,2019-07-07 15:14:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 15:15:00,2019-07-07 15:29:59.999000,0.0034512,0.0034512,0.0034512,0.0034512,0.0,0.0
2019-07-07 15:30:00,2019-07-07 15:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,17.7123188,4996.0
2019-07-07 15:45:00,2019-07-07 15:59:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 16:00:00,2019-07-07 16:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 16:15:00,2019-07-07 16:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 16:30:00,2019-07-07 16:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 16:45:00,2019-07-07 16:59:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 17:00:00,2019-07-07 17:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 17:15:00,2019-07-07 17:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,17.7265,5000.0
2019-07-07 17:30:00,2019-07-07 17:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,60.0715632,16944.0
2019-07-07 17:45:00,2019-07-07 17:59:59.999000,0.0035453,0.0036999,0.0035453,0.0035453,41.9543427,11757.0
2019-07-07 18:00:00,2019-07-07 18:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 18:15:00,2019-07-07 18:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 18:30:00,2019-07-07 18:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,10.28137,2900.0
2019-07-07 18:45:00,2019-07-07 18:59:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 19:00:00,2019-07-07 19:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 19:15:00,2019-07-07 19:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 19:30:00,2019-07-07 19:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 19:45:00,2019-07-07 19:59:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 20:00:00,2019-07-07 20:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 20:15:00,2019-07-07 20:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 20:30:00,2019-07-07 20:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 20:45:00,2019-07-07 20:59:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 21:00:00,2019-07-07 21:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 21:15:00,2019-07-07 21:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 21:30:00,2019-07-07 21:44:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 21:45:00,2019-07-07 21:59:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 22:00:00,2019-07-07 22:14:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 22:15:00,2019-07-07 22:29:59.999000,0.0035453,0.0035453,0.0035453,0.0035453,0.0,0.0
2019-07-07 22:30:00,2019-07-07 22:44:59.999000,0.0034927,0.0034927,0.0034927,0.0034927,17.4495292,4996.0
2019-07-07 22:45:00,2019-07-07 22:59:59.999000,0.0034927,0.0034927,0.0034927,0.0034927,165.1767684,47292.0
2019-07-07 23:00:00,2019-07-07 23:14:59.999000,0.003504,0.003504,0.003504,0.003504,83.241024,23756.0
2019-07-07 23:15:00,2019-07-07 23:29:59.999000,0.003504,0.003504,0.003504,0.003504,0.0,0.0
2019-07-07 23:30:00,2019-07-07 23:44:59.999000,0.003504,0.003504,0.003504,0.003504,425.532768,121442.0
2019-07-07 23:45:00,2019-07-07 23:59:59.999000,0.003504,0.003504,0.003504,0.003504,0.0,0.0
2019-07-08 00:00:00,2019-07-08 00:14:59.999000,0.00346,0.0034614,0.00346,0.0034614,44.584716,12884.0
2019-07-08 00:15:00,2019-07-08 00:29:59.999000,0.0034614,0.0034614,0.0034614,0.0034614,0.0,0.0
2019-07-08 00:30:00,2019-07-08 00:44:59.999000,0.0034614,0.0034614,0.0034614,0.0034614,0.0,0.0
2019-07-08 00:45:00,2019-07-08 00:59:59.999000,0.0034614,0.0034614,0.0034614,0.0034614,0.0,0.0
2019-07-08 01:00:00,2019-07-08 01:14:59.999000,0.0034614,0.0034614,0.0034614,0.0034614,10.8964872,3148.0
2019-07-08 01:15:00,2019-07-08 01:29:59.999000,0.0034614,0.0034614,0.0034614,0.0034614,0.0,0.0
2019-07-08 01:30:00,2019-07-08 01:44:59.999000,0.0035452,0.0035453,0.0035452,0.0035453,797.0646804,224823.0
2019-07-08 01:45:00,2019-07-08 01:59:59.999000,0.0036018,0.0036018,0.0036018,0.0036018,43.0198992,11944.0
2019-07-08 02:00:00,2019-07-08 02:14:59.999000,0.0035985,0.0035985,0.003593,0.003593,79.3426205,22077.0
2019-07-08 02:15:00,2019-07-08 02:29:59.999000,0.003588,0.003588,0.003588,0.003588,53.705184,14968.0
2019-07-08 02:30:00,2019-07-08 02:44:59.999000,0.0035799,0.0035799,0.0035799,0.0035799,107.3039226,29974.0
2019-07-08 02:45:00,2019-07-08 02:59:59.999000,0.003565,0.003565,0.003565,0.003565,22.47376,6304.0
2019-07-08 03:00:00,2019-07-08 03:14:59.999000,0.003565,0.003565,0.003564,0.003564,117.542277,32972.0
2019-07-08 03:15:00,2019-07-08 03:29:59.999000,0.0035635,0.0035635,0.0035634,0.0035634,156.4255726,43897.0
2019-07-08 03:30:00,2019-07-08 03:44:59.999000,0.0035612,0.0035612,0.0035612,0.0035612,101.76129,28575.0
2019-07-08 03:45:00,2019-07-08 03:59:59.999000,0.0035612,0.0035612,0.0035612,0.0035612,10.2705008,2884.0
2019-07-08 04:00:00,2019-07-08 04:14:59.999000,0.0035613,0.0035613,0.0035613,0.0035613,314.2028151,88227.0
